ID,Возраст,Доход клиента,Вероятность банкротства,Флаг утилизации счёта,Расходы,PV КК,PV услуги,NPV
33,48,24855.413625138983,0.023063430733800627,1,60,9412,1391,10743
34,44,29942.911024041787,0.2530242521190785,1,490,6892,3061,9463
35,23,33067.22634927916,0.019769159327825706,0,61,0,0,-61
36,42,38971.71022729721,0.0002697801326572004,1,299,7875,1680,9256
37,20,35801.46060937449,0.09644637625820729,1,323,5700,1691,7068
38,18,21554.08603676609,0.14001878723778288,1,1417,7157,1492,7232
39,18,23672.91933999838,0.07173102899629617,1,18,5755,3435,9172
40,29,20274.430187217615,0.16515829131500573,0,96,0,0,-96
41,34,23389.93506298252,0.20908797737007662,1,604,6233,2080,7709
42,54,21317.53548494847,0.37564809875009925,0,46,0,0,-46
43,20,37549.71414288419,0.10856095784373379,1,324,9900,1350,10926
44,30,20752.950282312548,0.07301956320131316,0,61,0,0,-61
45,26,24864.890586991933,0.1971776580369634,1,1794,7212,2168,7586
46,72,24001.232295072434,0.24936811096330605,0,13,0,0,-13
47,25,27686.375544037033,0.5149654007097773,0,32,0,0,-32
48,71,23370.771011160818,0.009600281476076895,1,328,13767,2049,15488
49,47,21586.855685311446,0.026024628205456014,1,508,6097,1897,7486
50,57,23950.940772601705,0.1391303201664508,1,123,5529,1472,6878
51,35,30092.845916315226,0.3228760176749214,1,410,5947,1429,6966
52,47,23118.65827097694,0.09966996468517388,1,650,7376,1341,8067
53,44,31008.0501662549,0.2496213314997698,1,1977,6588,1399,6010
54,54,28994.03808028277,0.12569099672239434,1,1045,11763,1441,12159
55,28,30444.59569765896,0.2698810923988193,1,624,7427,1788,8591
56,26,20677.68847103297,0.25745843531830165,0,4,0,0,-4
57,68,24631.491246376798,0.0059578377222201965,1,348,5460,1960,7072
58,22,37009.23179113235,0.07453351336851821,1,183,8851,4045,12713
59,70,24634.43268285884,0.043549478729355,1,350,6975,2981,9606
60,42,21713.448345118974,0.05259175380063081,1,133,9482,4682,14031
61,26,60746.9421322992,0.026691784130801106,1,339,5270,2997,7928
62,35,21043.105823841935,0.07560329439727465,1,472,8163,1356,9047
63,60,31206.435882372156,0.08172262916289699,0,18,0,0,-18
64,29,25117.27753588977,0.045433167468787894,0,112,0,0,-112
65,19,22035.815694458488,0.030547526129800547,1,510,5349,1547,6386
66,27,22561.178486254787,0.21148686931620547,1,666,6466,2189,7989
67,70,22122.280035549455,0.02753354242512406,1,944,16950,1524,17530
68,42,21431.790132312995,0.004081554396805955,1,1205,9871,1600,10266
69,40,26648.797643700003,0.03004208460213449,1,149,6229,1845,7925
70,54,25905.89397858865,0.03469864509320332,1,114,69200,1776,70862
71,22,47019.51554920861,0.20579160136935143,1,1362,6288,1742,6668
72,36,21994.532926517837,0.047398517831946534,0,14,0,0,-14
73,58,28929.282865785895,0.19988007950690867,0,3,0,0,-3
74,21,24874.838064398147,0.039430329963633284,1,67,6335,1780,8048
75,22,22468.56212671673,0.06146194023487118,1,90,12312,1674,13896
76,45,22116.677304318026,0.10675113581133108,0,4,0,0,-4
77,26,40642.19878870553,0.022957918286002396,1,432,12232,1459,13259
78,74,26702.300632030736,0.22925957686042125,1,385,6776,2296,8687
79,20,22614.62662772226,0.05528868644618167,1,2594,17165,5390,19961
80,19,22317.378136879754,0.024712222368684273,1,358,6412,1460,7514
81,61,41434.136755065294,0.09281256941867994,1,343,5410,1611,6678
82,21,22286.837227396667,0.09771502204901343,1,209,19945,1410,21146
83,29,21790.1042540677,0.05574945824562913,1,425,11129,1701,12405
84,51,24892.49286401093,0.07702989910076957,1,1329,5887,2369,6927
85,63,119367.17191252705,0.1824261662203867,1,320,14394,1549,15623
86,39,22142.43817886238,0.07132319536823452,1,412,7103,1893,8584
87,21,35379.489554747444,0.14138368897803955,1,104,5388,1638,6922
88,24,22413.348183430637,0.07471571647868284,1,639,5825,2649,7835
89,74,25252.1249667945,0.12440407794610836,1,515,12660,4337,16482
90,68,26334.31578696755,0.025013352716263055,1,210,8496,5590,13876
91,38,23590.92218071278,0.010500658406627044,1,1035,5346,1451,5762
92,24,29221.057552401715,0.32786908772299295,1,56,6879,1856,8679
93,42,32915.55108832888,0.08337502828662009,1,80,7392,1744,9056
94,58,21769.381603355232,0.0946511612780931,1,625,21147,1644,22166
95,74,20459.282505127758,0.099480002699199,1,419,14965,1770,16316
96,28,23917.20535804085,0.127159426274414,0,58,0,0,-58
97,41,23031.190862834846,0.06683257707043261,1,207,9207,1526,10526
98,21,33447.308349029416,0.001487770254900008,1,295,8551,1577,9833
99,65,27379.510283835345,0.3212623228650501,1,929,28658,1392,29121
100,60,31110.459429383707,0.19015716410597738,1,11,5273,2876,8138
101,27,39628.97621200755,0.015592551819914506,1,362,6872,1606,8116
102,30,30307.5916281743,0.16223808980105012,0,36,0,0,-36
103,70,34775.7795371213,0.043034862050229224,1,54,7775,1354,9075
104,47,27726.07281598729,0.07583635449071562,1,54,11067,1831,12844
105,34,20924.264711911863,0.021990989369579952,1,594,7389,1926,8721
106,21,26115.654796747935,0.10432952089224373,1,806,7523,2417,9134
107,19,21202.65991078843,0.045669156882720066,1,302,5293,1338,6329
108,24,28887.576122558155,0.02464182561033092,1,50,6238,2443,8631
109,45,23590.054926582176,0.09623029395435184,1,605,11821,1407,12623
110,59,31651.838984300462,0.16636285424814817,1,1489,5881,1719,6111
111,18,21077.29306436035,0.1158204785718031,1,97,6666,1984,8553
112,70,21530.5526066784,0.03598284895588755,0,44,0,0,-44
113,48,29387.986329688232,0.06856780879992529,1,174,5292,1415,6533
114,37,27302.573826983957,0.03671837184894455,1,208,5971,2708,8471
115,41,25161.520162744648,0.0049387329854572,1,493,26803,1553,27863
116,66,22301.282219451507,0.035003869072604527,1,578,6986,1478,7886
117,37,21390.8293799116,0.011433903879931925,0,44,0,0,-44
118,62,20128.012820853543,0.12608146083862076,1,45,7534,2113,9602
119,65,23746.33114229772,0.09105073387068265,1,2061,5477,1899,5315
120,23,48332.37655759052,0.05391141337211572,1,818,8959,1498,9639
121,65,21160.306653487605,0.39402584014223685,1,748,10017,1393,10662
122,75,26416.618835341087,0.006076564301443154,1,155,6150,1366,7361
123,74,36736.824863347996,0.015664007353092306,1,895,9311,1774,10190
124,18,21191.169622665388,0.06766886156022514,0,50,0,0,-50
125,24,23004.04120604703,0.14498805613298305,1,482,5488,1373,6379
126,18,22137.744217507596,0.16082110913243253,1,415,7991,1973,9549
127,57,20509.129568506483,0.05102213944619313,1,693,7755,1610,8672
128,20,30968.369214596256,0.16106629857368698,0,110,0,0,-110
129,20,20852.147635823156,0.06460213864312324,1,948,5647,1641,6340
130,40,34497.55124548049,0.07437872450181411,1,478,5661,1436,6619
131,27,31957.330565506803,0.0676043399832175,1,999,6155,1395,6551
132,24,41454.309007928256,0.16283725540255153,0,169,0,0,-169
133,45,146881.6124219153,0.08923950425632851,1,713,37889,1948,39124
134,36,29490.77466286375,0.37926210602400073,1,393,10074,1628,11309
135,36,34564.67532889543,0.06717622446915987,1,394,5828,1514,6948
136,31,31587.52707666667,0.3419672748593511,1,439,5591,1347,6499
137,19,21428.13616782352,0.17799777214534473,1,132,7179,2127,9174
138,25,29843.789743166475,0.019124071267860733,0,2,0,0,-2
139,24,23023.85906683879,0.06965712205321667,1,472,5550,2256,7334
140,71,25673.709480311496,0.0623636422956757,0,4,0,0,-4
141,29,30926.295172532777,0.22110169460351087,0,0,0,0,0
142,59,23624.487677094632,0.09343212909912135,1,574,7134,1510,8070
143,40,21881.221517848193,0.25867833368449245,1,667,5461,2998,7792
144,41,24404.19463413434,0.14928559544799255,1,558,8444,1906,9792
145,24,22841.280812539982,0.2229335127826592,0,17,0,0,-17
146,27,20866.450804017688,0.1654818951235891,1,735,9999,1380,10644
147,18,21799.752357821963,0.04665079200442747,1,159,8464,1380,9685
148,28,50467.77252954072,0.08687445154005397,1,1124,5988,2131,6995
149,72,36817.52931965218,0.0337013308844289,0,29,0,0,-29
150,40,21371.64417231007,0.006483974219419739,1,281,15218,1762,16699
151,38,22616.33875355774,0.06359782923160145,1,368,17487,1844,18963
152,53,20278.699704050403,0.14961537359843485,1,1262,26383,1781,26902
153,47,25354.873877936887,0.05195593169514256,1,429,6095,1538,7204
154,54,20807.957091697564,0.14253301394492376,0,9,0,0,-9
155,41,32835.682610401534,0.1840294565433713,1,392,13643,1364,14615
156,25,27291.45497824292,0.0125717166632672,1,62,10429,1500,11867
157,51,27584.339554289236,0.13180857541744748,0,7,0,0,-7
158,24,20774.500803849016,0.008196141224066825,0,48,0,0,-48
159,32,25158.411134163212,0.22596088018423538,1,178,6588,1472,7882
160,35,23545.389327443765,0.06855163362489036,1,193,10638,1414,11859
161,30,21361.431651914016,0.07024136540213001,0,25,0,0,-25
162,27,26792.729372260794,0.13835462877995178,0,72,0,0,-72
163,34,66574.30319583532,0.0045223525039973286,1,482,11721,1373,12612
164,63,31244.324423244718,0.015504110420994328,1,488,7676,1799,8987
165,18,23456.619051368216,0.18231476779871825,1,129,13300,1399,14570
166,59,21165.4902081174,0.01628082118617024,1,998,9614,1356,9972
167,39,21771.465083132352,0.19011199911919138,1,1826,6892,2521,7587
168,19,22084.16600843239,0.09060130950589627,1,105,10256,1560,11711
169,63,23059.19087633312,0.30129941199879984,0,14,0,0,-14
170,31,20127.58711217998,0.37632833782159314,1,1954,6273,1500,5819
171,23,21835.93244618727,0.14520207572558091,1,67,5506,1796,7235
172,37,23251.758991671686,0.017978895096116776,1,299,9814,2449,11964
173,22,26764.759527376944,0.048121366348737656,1,415,11052,1718,12355
174,57,21128.89778301829,0.020810130189856505,0,34,0,0,-34
175,23,29024.560875469597,0.029807352367605188,1,232,5296,1479,6543
176,23,24958.452600237317,0.05355508340154384,1,79,5432,3175,8528
177,26,24320.480307973216,0.05416632645334021,1,416,6621,1369,7574
178,53,27988.684185227237,0.29299792350525167,1,122,12893,3687,16458
179,22,25810.8090799012,0.10238722506062399,0,77,0,0,-77
180,20,39459.126088840676,0.18150666799293416,1,385,20036,1584,21235
181,41,26836.13294310808,0.11265531424385714,0,134,0,0,-134
182,35,20154.299543240173,0.13302421023232053,1,351,6553,1440,7642
183,44,29068.3895682334,0.004416581410451819,1,1732,5928,1911,6107
184,58,39565.49017156785,0.061414356117723876,1,110,6947,1805,8642
185,19,68636.19227637125,0.08005048033388776,0,11,0,0,-11
186,21,21787.78895930051,0.1587007834549545,0,6,0,0,-6
187,18,37438.47431042661,0.046697010326228514,1,266,9845,2240,11819
188,36,26668.946935582142,0.25202726420597377,1,501,7066,1953,8518
189,26,32222.919002597173,0.25649291357927734,1,601,6921,1492,7812
190,27,24564.95449275309,0.348047950200048,0,86,0,0,-86
191,25,21637.1080177806,0.08048814265685213,1,866,6201,2003,7338
192,75,60317.008764757906,0.12747303399473606,1,1639,11248,1438,11047
193,50,25828.32526213737,0.3485752203490438,1,280,10633,1827,12180
194,45,22177.490688237744,0.033840807897514584,1,487,38391,1351,39255
195,24,20278.23818960888,0.01989809820929473,1,425,16857,1665,18097
196,29,22376.93633175556,0.15096676032323098,1,1109,5689,1712,6292
197,37,26059.852735285047,0.019111763079171826,1,661,7736,1816,8891
198,68,21307.639065193896,0.10235989714719426,0,0,0,0,0
199,34,24261.021062367618,0.09573360344010906,1,1344,6660,1735,7051
200,47,26530.586687840376,0.16451737997873286,1,623,8752,2279,10408
201,73,29080.96903350536,0.030675405722125813,1,79,5514,2130,7565
202,40,21026.819576214784,0.06369809535094863,1,299,7840,1522,9063
203,19,31202.874168128994,0.12141928341797704,1,1010,5526,1476,5992
204,32,31758.115581521582,0.1986673454379576,0,221,0,0,-221
205,75,22491.213660027923,0.07123573219692295,1,46,11484,2432,13870
206,36,59475.1888848274,0.15092972913881061,0,57,0,0,-57
207,32,27892.55394355266,0.32773956996721726,0,113,0,0,-113
208,43,30122.880090904615,0.051211737866041024,1,378,5330,1489,6441
209,25,20221.88084534855,0.08277358229408437,1,208,6414,1424,7630
210,22,22484.782468935122,0.00027373419993936626,1,530,7407,1616,8493
211,31,30475.782134295576,0.026410423132350272,1,811,5312,1586,6087
212,30,21254.432494281853,0.26949797035783946,1,217,6346,1666,7795
213,30,25424.60043110323,0.005865171553389388,1,164,10983,1672,12491
214,34,21504.883572389273,0.3813882617797283,0,34,0,0,-34
215,43,20139.005465580885,0.036486687357154206,1,441,5937,1796,7292
216,27,24762.05354305212,0.028962851695288803,0,57,0,0,-57
217,74,32258.880119640682,0.07030616299272822,1,22,5373,2497,7848
218,23,24989.41671792219,0.49596484117964973,1,931,7201,4101,10371
219,50,20027.716526636435,0.0017806396702768092,1,278,6051,1441,7214
220,65,21486.158431580334,0.049435113371944776,1,77,7297,1583,8803
221,38,20013.90603435538,0.12327684386526938,1,1449,15362,1790,15703
222,24,29840.71250614823,0.07263654666314272,1,105,6311,1342,7548
223,39,70440.3961945545,0.08567098510013463,1,672,6858,2026,8212
224,71,24701.470838095156,0.056541398935845366,1,631,19039,2085,20493
225,49,22808.849302008235,0.08324426987048485,0,36,0,0,-36
226,60,23841.848735661653,0.09365183886316533,1,442,6397,1510,7465
227,37,28989.386415851415,0.0009461916300471475,1,623,6932,1484,7793
228,37,20792.299896361954,0.1554998841644809,0,24,0,0,-24
229,42,26552.226803392692,0.02500815250916128,1,530,6769,1432,7671
230,62,25267.891842747114,0.20438068378401586,1,528,8756,2126,10354
231,25,27600.537759251292,0.26335789515922564,1,424,5620,1532,6728
232,66,23467.840979712946,0.02360010589093329,1,763,6022,1674,6933
233,68,24694.37496903868,0.05227578751497076,1,352,7921,2118,9687
234,26,24979.95776102046,0.13430102420554538,1,824,9555,2204,10935
235,31,20659.832501318946,0.09963704129830575,1,33,24287,1397,25651
236,21,58052.471778191866,0.19110420768261008,1,604,5779,2313,7488
237,45,21996.871181011265,0.008711945060479778,1,197,37144,1773,38720
238,34,39011.46791966059,0.13162363385053708,0,234,0,0,-234
239,60,20622.431663863816,0.08642551204732117,1,1420,6003,1355,5938
240,32,30994.21320387996,0.20030518416083057,1,86,12218,1424,13556
241,63,31463.10121897861,0.322580096056651,1,664,6248,1548,7132
242,29,21760.4147832498,0.08935352305770385,1,754,6949,3450,9645
243,69,23509.332475789222,0.3885653647357521,1,147,5982,4035,9870
244,52,32779.0776557476,0.19074846839663928,0,18,0,0,-18
245,71,27411.327096840167,0.10960087419626238,1,872,5675,1400,6203
246,58,20441.778506743416,0.1608602084395869,1,903,28969,1399,29465
247,18,110228.11343817037,0.18047081122958072,1,40,6799,1446,8205
248,57,23761.999892995726,0.09306402902981593,0,123,0,0,-123
249,20,29270.791438240714,0.08434511487393445,1,212,6216,1954,7958
250,23,20264.501142851397,0.09569110651054344,0,10,0,0,-10
251,33,20677.141366479224,0.09109239370876333,1,210,5360,1530,6680
252,32,29041.26042764351,0.059811543052747405,1,254,6542,1369,7657
253,66,22166.82020876014,0.003940604810950824,0,141,0,0,-141
254,49,22144.824994119404,0.011900965054266445,1,123,13963,1574,15414
255,18,25365.913819448277,0.0069981133795254365,1,205,7403,1768,8966
256,37,22505.887327087603,0.010105900765807984,1,791,18348,3207,20764
257,58,27288.29786562777,0.05318977564952467,1,292,9029,1734,10471
258,60,27534.34690506122,0.21648710492987558,1,806,5422,2218,6834
259,72,26151.99533714235,0.1292416412216549,1,1105,21643,1605,22143
260,56,30234.861394888303,0.08892193311422542,0,26,0,0,-26
261,73,29686.961605056473,0.4393212625469824,0,45,0,0,-45
262,60,43505.92722530919,0.18792388476316302,1,449,7104,1680,8335
263,36,20275.582729947913,0.0697764001087879,0,110,0,0,-110
264,47,25902.710054033156,0.5026294165231233,0,79,0,0,-79
265,62,21315.310965021497,0.02134678932570721,1,326,9520,1340,10534
266,55,22308.69278519156,0.20265641166467757,1,1166,7451,1582,7867
267,25,22437.519422378162,0.1452744337660775,1,242,9385,1345,10488
268,65,35484.23877596296,0.3200015155710684,1,234,9402,1347,10515
269,40,26639.510703626165,0.047631139223318054,1,99,8541,1812,10254
270,47,23577.078892608162,0.13811763584481265,1,979,5341,1698,6060
271,53,60493.5360774191,0.4528800692600538,0,38,0,0,-38
272,21,24544.02032541152,0.025201047668191295,0,50,0,0,-50
273,36,21842.664901783603,0.14005906298088847,0,93,0,0,-93
274,50,24385.276472728478,0.007644671440326055,0,5,0,0,-5
275,61,21363.917909946773,0.5497022453250643,1,646,5277,2431,7062
276,30,23669.89737484466,0.025716364157215846,0,9,0,0,-9
277,20,22121.182623668978,0.07019186591657622,1,367,6173,1372,7178
278,25,23511.682350735282,0.06748146397932238,1,790,22420,1473,23103
279,45,29490.32772215324,0.17916812193971557,0,154,0,0,-154
280,48,20001.766914103137,0.01600911115787173,1,454,7245,1381,8172
281,18,28308.553553561873,0.06882011264493776,1,245,6978,2283,9016
282,74,74704.21790213036,0.23938334154784222,1,647,7618,1335,8306
283,21,23838.21950959914,0.09558578178420488,1,180,6900,1706,8426
284,67,21058.950036406037,0.0810641042707822,1,391,5492,1454,6555
285,39,25184.224001506955,0.029423769357937248,1,502,24079,1412,24989
286,40,63270.70849399588,0.1512066631552405,0,74,0,0,-74
287,25,44249.43390166639,0.31410551659610286,0,29,0,0,-29
288,36,30234.985937535723,0.12868453453131778,1,647,5818,1459,6630
289,34,22603.592490284067,0.04026469052610518,1,18,6218,1557,7757
290,26,21512.16056704649,0.3082081605568185,1,680,8391,1414,9125
291,19,41787.59536790302,0.09993860929885481,1,190,6458,1792,8060
292,53,41178.39208891399,0.0322533279613904,1,559,9290,5325,14056
293,25,23921.264627293294,0.03966670920254534,1,1060,5560,1855,6355
294,48,20443.417028090927,0.1368877474834339,1,620,78785,1714,79879
295,31,23049.42122663493,0.2806775184256939,1,503,5315,1739,6551
296,26,22009.50008323598,0.11177719518874886,0,23,0,0,-23
297,41,21180.121320817583,0.012606739338364068,1,635,6698,1449,7512
298,42,25255.03344739688,0.11568771587080956,1,105,5505,2330,7730
299,22,20145.93532732646,0.07219243499583933,1,619,5451,1743,6575
300,34,72391.39574082138,0.12743029294873595,1,553,9858,1428,10733
301,39,23921.63105463192,0.10947474884904924,1,359,8156,1397,9194
302,63,31244.602451933337,0.19624329784314837,0,11,0,0,-11
303,31,23782.37636059725,0.05083665694018384,1,923,9582,1646,10305
304,26,20568.07362813706,0.25111495396102873,0,117,0,0,-117
305,66,23007.337537689862,0.10376237780236765,1,85,6805,1999,8719
306,60,25959.25753149314,0.19523421939348404,1,216,9838,1738,11360
307,30,23074.30174156839,0.042168595777225225,0,17,0,0,-17
308,75,20408.35461921824,0.052648300927124914,1,2651,6722,1716,5787
309,42,32524.406634344854,0.25213213708937515,1,180,7036,1341,8197
310,18,33980.89721396239,0.3038373667109914,0,0,0,0,0
311,33,26881.251094348354,0.3762838976782961,1,82,7589,1545,9052
312,23,30713.778267882913,0.10063921099081509,1,441,9682,1655,10896
313,29,24595.34452025353,0.08032934292134254,0,33,0,0,-33
314,25,22422.00979668325,0.1317721579726292,1,734,5339,1659,6264
315,41,26974.794470276935,0.11360636778029778,1,747,7952,1517,8722
316,34,24373.227564838133,0.08304721666027026,1,916,5952,1426,6462
317,41,20654.56299709507,0.19245135882681177,0,56,0,0,-56
318,33,20155.480667995744,0.05162173665282339,0,4,0,0,-4
319,22,20533.458742155348,0.1119816886064523,1,171,5767,1928,7524
320,60,28537.580830869734,0.05800184182174626,1,306,18837,1519,20050
321,45,23460.123186071527,0.16427055721980371,1,703,6607,1756,7660
322,61,23970.773670137143,0.04292732000344341,1,585,26832,1383,27630
323,35,21102.854018523212,0.037784943708671394,1,112,5771,1923,7582
324,21,33763.07989825468,0.0004698201240843706,1,998,7012,3521,9535
325,28,116354.18218828343,0.04785955017555217,1,318,5330,1793,6805
326,41,45818.62861901348,0.36853126005372167,0,2,0,0,-2
327,41,23933.29999479158,0.37646130830072766,0,22,0,0,-22
328,44,36715.33810219789,0.23749457967440202,0,75,0,0,-75
329,45,57575.158370655,0.002575999933361366,1,554,5546,1488,6480
330,25,34001.5519446441,0.3685434435873148,0,11,0,0,-11
331,47,74688.63262205287,0.11759987512375596,1,820,5687,1489,6356
332,73,30170.151414583706,0.04438154575670724,1,30,336449,2070,338489
333,40,81239.49686087089,0.014294783744504698,1,727,5604,3260,8137
334,34,24041.501497512563,0.17775993947840163,0,33,0,0,-33
335,28,71187.3913789177,0.014234483317937571,1,516,10417,2429,12330
336,38,23830.467520243288,0.04331797696679485,1,574,18516,1403,19345
337,20,28962.184236339566,0.07301478741697949,1,302,13832,1751,15281
338,24,28955.22186275986,0.4020933461525634,1,1363,9613,1574,9824
339,32,26499.31640105575,0.5198051358520357,0,66,0,0,-66
340,28,21860.859971724694,0.21811985340466883,0,11,0,0,-11
341,57,21050.72330005154,0.08737782056235441,1,1375,6059,2578,7262
342,34,28424.20983472395,0.3130414145851134,1,271,5578,1659,6966
343,23,59583.469906109574,0.10805268453869703,1,942,5660,1706,6424
344,43,24775.473277269335,0.06729823056541263,1,1271,10160,2373,11262
345,24,28204.44114523143,0.31537708551448945,1,100,7924,1347,9171
346,21,26041.152050642286,0.03801217344682332,1,21,7344,2407,9730
347,67,23478.73779237853,0.18129717755489239,0,27,0,0,-27
348,19,29747.47916596419,0.022135398112210224,0,52,0,0,-52
349,30,25123.017653865933,0.1730428298074376,1,1318,5569,1357,5608
350,29,32644.45201447129,0.16662446710280993,1,136,10375,1501,11740
351,26,21710.64487441937,0.018379870692198024,1,366,7164,1996,8794
352,19,29567.362931958236,0.010092791595567351,1,1020,12290,1816,13086
353,28,23050.68104756477,0.07715019533548866,0,8,0,0,-8
354,33,30581.202587401607,0.005916303261190822,1,360,5551,1354,6545
355,27,20927.28395666136,0.04394450150336531,1,93,8164,2440,10511
356,56,32250.347279478676,0.19730105928325573,1,151,6348,1730,7927
357,37,22292.313204359045,0.014131360239617871,0,77,0,0,-77
358,71,31570.75429384858,0.18419312746197541,1,497,7513,2302,9318
359,72,25680.410913309788,0.024041087864891425,0,22,0,0,-22
360,35,44729.63534151069,0.10248461595049244,1,490,6488,1587,7585
361,74,20158.57565540765,0.004036792339596295,1,443,6643,1734,7934
362,33,45514.469703148796,0.2756640133818316,1,699,5729,1469,6499
363,25,29108.138208168228,0.09485715027309233,1,883,7402,3341,9860
364,18,23513.84972667801,0.07167858946143403,1,903,5461,1431,5989
365,37,21094.446384420193,0.20593851800433804,0,31,0,0,-31
366,42,20957.34478227116,0.15246845976954296,1,695,7595,3164,10064
367,73,22711.35999915144,0.033586789896273,1,189,8319,1909,10039
368,51,27042.021519923368,0.0156306930860531,1,494,5401,2670,7577
369,37,29222.423880211212,0.21086937348034052,1,413,7226,1701,8514
370,27,23061.279510362332,0.14175314744167164,1,1448,5380,4254,8186
371,30,24719.611027363568,0.21615153819957514,1,571,205778,1522,206729
372,45,28908.238298373908,0.2686823689935691,0,36,0,0,-36
373,61,23641.976531637054,0.049238277027962456,0,84,0,0,-84
374,73,68184.98882558987,0.06773331596417112,0,22,0,0,-22
375,57,20579.40800346659,0.20740348829216265,1,220,8833,1442,10055
376,24,20513.511095659967,0.049635918673631034,1,29,8120,2624,10715
377,33,20103.576928915456,0.06752776125680782,0,29,0,0,-29
378,23,61341.06244310444,0.133007377068543,1,204,5482,1648,6926
379,63,21363.534346909844,0.09079229714951179,0,39,0,0,-39
380,25,37639.99622223772,0.09076962003666171,1,905,7387,9675,16157
381,35,25048.945106781,0.06309513653025345,1,688,6020,1531,6863
382,48,21535.700384477877,0.11524513603995756,1,1754,35154,2385,35785
383,67,24699.43336273273,0.26833903173528884,1,223,7439,1524,8740
384,24,34869.02542693018,0.08639718639052238,1,586,6109,1515,7038
385,47,23231.927330219034,0.02708207367744605,0,51,0,0,-51
386,40,20353.886305050575,0.32045022642549803,0,136,0,0,-136
387,32,33614.068540978195,0.06965729542381326,1,283,6729,1341,7787
388,69,24660.817489593668,0.10792159446273458,0,18,0,0,-18
389,28,41165.55193437681,0.054676798656415115,1,192,16844,1588,18240
390,37,27890.973784697842,0.0950609937301647,1,419,6131,1901,7613
391,48,23823.825246515167,0.08994288864616072,0,15,0,0,-15
392,20,21594.951153734575,0.32287136395358035,0,65,0,0,-65
393,29,23849.925691561417,0.14703430328098116,1,1492,9282,1357,9147
394,61,20073.025461917932,0.02069662152919297,1,55,5732,1713,7390
395,64,21585.82284788784,0.5968655958799673,1,106,7429,1479,8802
396,30,24291.03267012212,0.0035442362065089476,1,1010,5651,1528,6169
397,38,33593.13791898255,0.02938673454763462,1,90,9539,2036,11485
398,34,38173.75912343817,0.29584784777077316,0,47,0,0,-47
399,22,34898.098927502404,0.14247270997337888,1,358,5857,7088,12587
400,70,21925.305000924138,0.04704543245806568,1,104,9731,1599,11226
401,61,25805.85946667176,0.0794697337747079,1,201,5571,2889,8259
402,30,30308.302026109843,0.03734626626981375,1,187,5846,1679,7338
403,19,24768.37328025668,0.256935360209138,1,286,6266,1943,7923
404,69,34028.4823180294,0.0488117442572019,1,521,7992,1432,8903
405,21,21280.116102245196,0.18772810274956178,1,1104,7768,2261,8925
406,74,28267.622853012454,0.0018997250645868065,1,110,5389,1983,7262
407,60,25513.540964924265,0.15556911443963276,1,309,10013,2317,12021
408,65,27145.62362459828,0.004429098781820129,1,85,8460,1432,9807
409,32,23321.477646179537,0.09731692491802185,1,604,12134,2309,13839
410,25,61183.949967935354,0.06694991170739369,1,162,8984,1610,10432
411,41,24091.850343141596,0.08568145388231965,1,780,7707,3412,10339
412,73,27119.28330633066,0.0488021952509646,1,927,15367,1402,15842
